"28" ,10 ,"Fremont" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,652 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,126 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,59 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,9 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,2 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,848 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,178 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,34 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,33 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,6 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,5 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,256 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,15 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,2 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,1 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"W. ANDREW MCCULLOUGH" ,"300081" ,"LIB" ,18 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,11 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,3 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,16 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"GOVERNOR & LIEUTENANT GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"CHRISTINE F. WATKINS" ,"301744" ,"DEM" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"CHRISTINE F. WATKINS" ,"301744" ,"DEM" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"CHRISTINE F. WATKINS" ,"301744" ,"DEM" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"CHRISTINE F. WATKINS" ,"301744" ,"DEM" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"CHRISTINE F. WATKINS" ,"301744" ,"DEM" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"CHRISTINE F. WATKINS" ,"301744" ,"DEM" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D69" ,"301740" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,712 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,134 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,68 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,8 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,4 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"MIKE NOEL" ,"301901" ,"REP" ,926 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,13 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,3 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,7 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"STATE REP D73" ,"301900" ,"NP" ,"Write-in 20" ,"" ,"NP" ,25 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,502 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,91 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,51 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,7 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,4 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"DIXIE LEE ALLEN" ,"302081" ,"NP" ,655 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,129 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,28 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,9 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,3 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"JOHNY THAYNE" ,"302084" ,"NP" ,170 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Write-in 30" ,"" ,"NP" ,3 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,505 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,105 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,57 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,6 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,2 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"DERAE T. FILLMORE" ,"280011" ,"REP" ,675 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,344 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,60 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,38 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,9 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,5 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"RANDY AUSTIN" ,"280012" ,"DEM" ,456 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM A" ,"280010" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
