"1" ,10 ,"Beaver #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"Registered Voters" ,"" ,"NP" ,493 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"YES" ,"302724" ,"NP" ,206 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"YES" ,"302724" ,"NP" ,37 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"YES" ,"302724" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"YES" ,"302724" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"YES" ,"302724" ,"NP" ,246 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"NO" ,"302721" ,"NP" ,30 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"NO" ,"302721" ,"NP" ,4 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"NO" ,"302721" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"NO" ,"302721" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUVENILE COURT - HIGBEE" ,"302720" ,"NP" ,"NO" ,"302721" ,"NP" ,36 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,493 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"YES" ,"010920" ,"NP" ,198 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"YES" ,"010920" ,"NP" ,31 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"YES" ,"010920" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"YES" ,"010920" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"YES" ,"010920" ,"NP" ,232 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"NO" ,"010910" ,"NP" ,62 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"NO" ,"010910" ,"NP" ,16 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"NO" ,"010910" ,"NP" ,3 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"NO" ,"010910" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"JUSTICE COURT - ROBINSON" ,"010900" ,"NP" ,"NO" ,"010910" ,"NP" ,82 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,493 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,69 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,6 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,78 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,178 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,35 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,215 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,493 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"RICHARD LIMB" ,"011110" ,"NP" ,216 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"RICHARD LIMB" ,"011110" ,"NP" ,44 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"RICHARD LIMB" ,"011110" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"RICHARD LIMB" ,"011110" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"RICHARD LIMB" ,"011110" ,"NP" ,264 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,49 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"SCHOOL BOARD D4" ,"011100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,52 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,493 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,156 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,24 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,183 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,87 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,16 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,106 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,493 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,188 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,31 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,223 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,56 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,10 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,68 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,493 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,132 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,18 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,2 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,154 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,114 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,23 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,3 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,141 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,70 ,"Minersville" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
