"22" ,10 ,"Abraham" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"JOHN L. HANSEN" ,"140081" ,"REP" ,10 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"JOHN L. HANSEN" ,"140081" ,"REP" ,5 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"JOHN L. HANSEN" ,"140081" ,"REP" ,0 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"JOHN L. HANSEN" ,"140081" ,"REP" ,151 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"COUNTY TREASURER" ,"310160" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,103 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,5 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,115 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,21 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,3 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,25 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"YES" ,"302604" ,"NP" ,98 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"YES" ,"302604" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"YES" ,"302604" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"YES" ,"302604" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"YES" ,"302604" ,"NP" ,112 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"NO" ,"302601" ,"NP" ,29 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"NO" ,"302601" ,"NP" ,4 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"NO" ,"302601" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"NO" ,"302601" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - EYRE, JR" ,"302600" ,"NP" ,"NO" ,"302601" ,"NP" ,33 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,99 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,5 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"YES" ,"302624" ,"NP" ,111 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,23 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,4 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - HOWARD" ,"302620" ,"NP" ,"NO" ,"302621" ,"NP" ,28 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,100 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,9 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,116 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,22 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,2 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,24 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,96 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,109 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,25 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,4 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,29 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,100 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,8 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,114 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,20 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,3 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,23 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,96 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,109 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,26 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,4 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,30 ,
