13	10	KANAB 1A&B 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	307
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	95
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	3
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	7
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	0
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	105
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	25
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	2
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	4
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	0
13	90	BIGWATER/CHURCHWELLS 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	31
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	307
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	73
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	3
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	10
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	86
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	49
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	2
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	5
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	56
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	307
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	96
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	4
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	14
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	114
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	25
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	27
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	307
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	76
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	3
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	7
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	86
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	48
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	2
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	8
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	58
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	307
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	67
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	2
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	9
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	78
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	58
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	3
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	6
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	0
13	90	BIGWATER/CHURCHWELLS 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	67
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	210
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	36
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	36
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	5
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	5
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	CONSTITUTION 	 	CON 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	CONSTITUTION 	 	CON 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	CONSTITUTION 	 	CON 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	CONSTITUTION 	 	CON 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	CONSTITUTION 	 	CON 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	LIBERTARIAN 	 	LIB 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	LIBERTARIAN 	 	LIB 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	LIBERTARIAN 	 	LIB 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	LIBERTARIAN 	 	LIB 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	STRAIGHT PARTY 	 	NP 	LIBERTARIAN 	 	LIB 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Registered Voters 	 	NP 	210
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	MIKE LEE 	300007	REP 	95
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	MIKE LEE 	300007	REP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	MIKE LEE 	300007	REP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	MIKE LEE 	300007	REP 	2
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	MIKE LEE 	300007	REP 	97
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SAM F. GRANATO 	300004	DEM 	23
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SAM F. GRANATO 	300004	DEM 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SAM F. GRANATO 	300004	DEM 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SAM F. GRANATO 	300004	DEM 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SAM F. GRANATO 	300004	DEM 	23
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SCOTT N. BRADLEY 	300001	CON 	6
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SCOTT N. BRADLEY 	300001	CON 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SCOTT N. BRADLEY 	300001	CON 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SCOTT N. BRADLEY 	300001	CON 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	SCOTT N. BRADLEY 	300001	CON 	6
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Write-in 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Write-in 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Write-in 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Write-in 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	UNITED STATES SENATE 	300000	NP 	Write-in 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts for Race 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Number of Precincts Reporting 	 	NP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Registered Voters 	 	NP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	Registered Voters 	 	NP 	210
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	MORGAN PHILPOT 	300053	REP 	86
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	MORGAN PHILPOT 	300053	REP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	MORGAN PHILPOT 	300053	REP 	0
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	MORGAN PHILPOT 	300053	REP 	1
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	MORGAN PHILPOT 	300053	REP 	87
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	JIM MATHESON 	300050	DEM 	34
13	100	CEDAR MOUNTAIN - BY MAIL 	U.S. REPRESENTATIVE 	300040	NP 	JIM MATHESON 	300050	DEM 	0
