"26" ,10 ,"Heber 1.1 " ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,211 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,47 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,15 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,273 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,41 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,8 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,4 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,53 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,211 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,47 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,15 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,273 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,41 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,8 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,4 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,53 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,213 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,47 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,15 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,275 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,38 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,8 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,4 ,
"26" ,280 ,"Midway 18.1" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,50 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,212 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,46 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,15 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,273 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,38 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,9 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,4 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,51 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,216 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,48 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,15 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,279 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,32 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,7 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,4 ,
"26" ,280 ,"Midway 18.1" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,43 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,226 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,50 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,15 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,291 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,36 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,7 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,4 ,
"26" ,280 ,"Midway 18.1" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,47 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,170 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,39 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,19 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,228 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,102 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,19 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,9 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,130 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,243 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,54 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,26 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,323 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,36 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,6 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,3 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,45 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,672 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,182 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,42 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,18 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,242 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,95 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,17 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,11 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,123 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,280 ,"Midway 18.1" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
