"8" ,1 ,"1.1,1.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,117 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,8 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,2 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"MORGAN PHILPOT" ,"300053" ,"REP" ,128 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,144 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,13 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,2 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"JIM MATHESON" ,"300050" ,"DEM" ,159 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,1 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"RANDALL HINTON" ,"300047" ,"CON" ,1 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"DAVE GLISSMEYER" ,"300041" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,2 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"WAYNE L. HILL" ,"300044" ,"NP" ,2 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"US CONGRESS D2" ,"300040" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,214 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,15 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,4 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"GARY R. HERBERT" ,"300084" ,"REP" ,234 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,50 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,6 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"PETER CORROON" ,"300087" ,"DEM" ,56 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"ANDREW W. MCCULLOUGH" ,"300081" ,"LIB" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,2 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"FARLEY M. ANDERSON" ,"300090" ,"NP" ,2 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"GOVERNOR" ,"300080" ,"NP" ,"Write-in 50" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,219 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,18 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,4 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"KAY L. MCIFF" ,"301764" ,"REP" ,242 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,21 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,1 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"L.S. BROWN" ,"301761" ,"CON" ,22 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"STATE REP D70" ,"301760" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,189 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,15 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,4 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"JR NELSON" ,"080101" ,"REP" ,209 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,73 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,6 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"GARY D. KOFFORD" ,"080102" ,"DEM" ,79 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM A" ,"080100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,205 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,14 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,3 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"JEFF W. HORROCKS" ,"080201" ,"REP" ,222 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,63 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,7 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"EDWARD A. GEARY" ,"080202" ,"DEM" ,72 ,
