27	720	SG38 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
27	960	WA67.2 	Utah State Governor 	300080	NP 	PETER CORROON 	300087	DEM 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	PETER CORROON 	300087	DEM 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	PETER CORROON 	300087	DEM 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	PETER CORROON 	300087	DEM 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	W. ANDREW McCULLOUGH 	300081	LIB 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	W. ANDREW McCULLOUGH 	300081	LIB 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	W. ANDREW McCULLOUGH 	300081	LIB 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	W. ANDREW McCULLOUGH 	300081	LIB 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	W. ANDREW McCULLOUGH 	300081	LIB 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	W. ANDREW McCULLOUGH 	300081	LIB 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	FARLEY M. ANDERSON 	300090	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	FARLEY M. ANDERSON 	300090	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	FARLEY M. ANDERSON 	300090	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	FARLEY M. ANDERSON 	300090	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	FARLEY M. ANDERSON 	300090	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	FARLEY M. ANDERSON 	300090	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	Utah State Governor 	300080	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	Utah State House District 71 	301780	NP 	BRAD LAST 	301781	REP 	4
27	960	WA67.2 	Utah State House District 71 	301780	NP 	BRAD LAST 	301781	REP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	BRAD LAST 	301781	REP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	BRAD LAST 	301781	REP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	BRAD LAST 	301781	REP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	BRAD LAST 	301781	REP 	4
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	Utah State House District 71 	301780	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	3
27	960	WA67.2 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	3
27	960	WA67.2 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	2
27	960	WA67.2 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	2
27	960	WA67.2 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	4
27	960	WA67.2 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	4
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	4
27	960	WA67.2 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	4
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	4
27	960	WA67.2 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	4
27	960	WA67.2 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	5
27	960	WA67.2 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	5
27	960	WA67.2 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	4
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	4
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	4
27	960	WA67.2 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	4
27	960	WA67.2 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	6
27	960	WA67.2 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	4
27	960	WA67.2 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	4
27	960	WA67.2 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	1
27	960	WA67.2 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	960	WA67.2 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
